;Total;38157;482563838.3;19269135.6
;01;413;27508033.4;19269135.6
;02;387;11268093.1;4664786.7
;03;2;243972.3;234628.9
;04;49;9151260.3;4350578.9
;05;39;7178790.7;3694408.7
;06;257;20635873;2152119
;07;227;3408720.1;741910.5
;08;156;1299754.7;401620.5
;09;280;3955201.5;785819.7
;10;197;3030312.9;539588.2
;11;140;1388252.3;693538.1
;12;241;8802005.7;4037016.5
;13;599;4391751.7;307764.4
;14;420;3900044;108951.3
;15;13;329049;179265
;16;187;1342373.5;76880
;17;776;5795414.3;152545
;18;206;2477881.7;276510
;19;185;1732137.2;184516.2
;20;1;7463.2;7463.2
;21;389;5189077.8;781564
;22;430;44665247.4;1790814.9
;23;120;881703;373722
;24;202;6050588.2;2552086.7
;25;273;2528482.9;1915189.4
;26;416;1735256.6;304726.3
;27;342;3430294.1;748808.1
;28;174;4344208.5;1244207.7
;29;687;7194203;2382834.8
;30;261;7582945.9;2955426.7
;31;1401;20459784.4;3078195.6
;32;144;298670.3;34999.3
;33;1541;32788470.8;14003705
;34;209;903184.2;199645.9
;35;386;21276295.3;18273070.5
;36;108;833784;209039.3
;37;345;2118739.9;750108.2
;38;901;9241900.1;2210849
;39;174;1433387.3;670843.5
;40;297;764374.3;60168.8
;41;266;1348266.4;311404.1
;42;437;6443620.1;2353988.5
;43;41;1332682;921658.8
;44;1131;12133541;2717588.4
;45;365;1172171.7;261493
;46;107;1016084.7;512242.4
;47;265;729028.3;167948.3
;48;19;542950.9;526071.6
;49;307;774632.5;216120
;50;160;722268.6;307198.1
;51;349;2580765.1;883539
;52;111;450974.3;123156.4
;53;113;793157.4;283433.5
;54;406;3596920;2018807.3
;55;133;433363.4;41071.7
;56;416;955471.7;166766.8
;57;740;4690998.5;764028.6
;58;154;1224611.9;479067.5
;59;1176;5109299.8;957196.5
;60;443;1956554.6;397215.4
;61;185;605639.1;279626.9
;62;684;7766539.5;2498862.1
;63;120;305904.8;74457.6
;64;448;789805.9;174835.1
;65;165;2530984.1;1949735.5
;66;187;826458.5;540730.2
;67;745;3993255.2;1308704.3
;68;436;5113174.8;2679296.3
;69;1299;12369866.5;4524712.8
;70;114;2135506.9;1299152.5
;71;385;4445135.4;2999979.3
;72;251;8819956.5;8237701.9
;73;340;1547653;752562.8
;74;524;1615695.7;354391.9
;75;1625;8590032.4;1597419.5
;76;483;2463524.4;585229.8
;77;890;4444779.4;639536.2
;78;1022;8656947.1;4223537.3
;79;303;4005257.7;1947328.6
;80;267;1061962.5;227693.4
;81;379;3841563.7;1389366.4
;82;216;920028.1;291052.2
;83;243;1721691.2;708657.6
;84;167;2408987.1;2181229.7
;85;293;1345929;651357.6
;86;255;1308631.7;354345.6
;87;367;11835306.8;7034092.8
;88;198;291692;61509.9
;89;248;1668391.1;1208901.5
;90;63;282012.5;131645.6
;91;705;7481371;4487123
;92;1037;7096705;1075568.2
;93;1297;13595299;8314110.3
;94;769;3006558;693321.9
;95;733;4097247.2;1003808.6
A0220;Total;33;21021.3;7452
B0729;Total;1;3613.7;3613.7
B0811;Total;14;56546.8;17902
B0812;Total;66;1089561.7;113205.1
B0892;Total;1;8337.1;8337.1
B0899;Total;1;3939.7;3939.7
B0910;Total;1;200263.5;200263.5
C1011;Total;70;422795.9;45363.6
C1012;Total;28;360049.2;67189.5
C1013;Total;64;1003511.7;479067.5
C1020;Total;11;299364.8;270757.4
C1031;Total;1;608696.5;608696.5
C1032;Total;2;247523.6;195426.8
C1039;Total;22;597737.8;148750.6
C1041;Total;4;10725.6;5228.6
C1051;Total;46;1854933;559980.4
C1052;Total;3;7058.4;3724.4
C1061;Total;19;145354.8;29784.6
C1062;Total;1;146770.2;146770.2
C1071;Total;67;675620.7;159446.7
C1072;Total;17;252302.9;66390.1
C1073;Total;5;134726.9;76433.2
C1081;Total;2;1045075.7;1022291.4
C1082;Total;18;87151.2;18068.4
C1083;Total;13;196492;134094.4
C1084;Total;8;696032.8;639303
C1085;Total;24;334289.7;63532.6
C1086;Total;6;842767.7;477364
C1089;Total;18;145614.6;39762
C1091;Total;18;124195.1;29455.5
C1092;Total;3;337092.7;306838.5
C1101;Total;20;497708.7;180907.4
C1102;Total;51;1212223.2;442786.1
C1103;Total;1;13268.1;13268.1
C1104;Total;1;106.1;106.1
C1105;Total;2;21062.1;21052.4
C1107;Total;11;494418.1;192583
C1200;Total;1;281061.7;281061.7
C1310;Total;9;140575.1;58204.4
C1320;Total;19;129356.3;43806.4
C1330;Total;5;9104.8;4240.5
C1391;Total;4;37328.6;26717.2
C1392;Total;39;236902.2;51975.4
C1393;Total;3;19061.1;10614.4
C1394;Total;3;46823.5;41713.2
C1395;Total;2;24793.3;13880.6
C1396;Total;11;76525.2;47148.6
C1399;Total;22;20443;7224
C1411;Total;3;2383.7;1520
C1412;Total;3;24421;21238.6
C1413;Total;72;127231.3;24737.2
C1414;Total;5;16407;12545.7
C1419;Total;19;24000.8;4316.8
C1420;Total;4;1232.9;897.1
C1439;Total;1;2925.7;2925.7
C1511;Total;2;4563.9;4538.4
C1512;Total;23;47283.1;23832.7
C1520;Total;20;98386.1;22557.2
C1610;Total;71;303768.6;35350.6
C1621;Total;4;136679;81772.3
C1622;Total;1;6059.2;6059.2
C1623;Total;65;417350.9;71769.8
C1624;Total;40;164471.4;16550.1
C1629;Total;48;42757.7;10598.4
C1712;Total;5;1315104.2;892366.9
C1721;Total;43;384574.5;59969.9
C1722;Total;2;80674.7;60843.7
C1723;Total;9;174714.1;76626.7
C1729;Total;25;189621.7;46348.9
C1811;Total;1;7900.6;7900.6
C1812;Total;189;1025938.2;205561.6
C1813;Total;85;36406.7;4485.5
C1814;Total;16;61092.3;29238.4
C1820;Total;5;46637;46161.5
C1920;Total;2;5364.7;4103.8
C2011;Total;2;3118598.2;2679296.3
C2012;Total;2;10728.4;7193
C2013;Total;5;19070020.4;18273070.5
C2014;Total;8;8926188.4;7034092.8
C2015;Total;7;28710.9;9937.3
C2016;Total;10;488717.9;385467.5
C2017;Total;3;175584.5;169246.6
C2020;Total;4;21111.6;8861.2
C2030;Total;18;448323.5;193069.3
C2041;Total;11;237325.5;154978.5
C2042;Total;21;1322606.6;708657.6
C2051;Total;1;70280.5;70280.5
C2052;Total;2;14678.7;12000.1
C2053;Total;10;62026;39760.8
C2059;Total;15;113854.2;33239.6
C2110;Total;3;363499.7;327119.5
C2120;Total;27;3259385.1;798793.8
C2211;Total;1;5603.4;5603.4
C2219;Total;19;1094717.3;742285.6
C2221;Total;26;4838340.6;4350578.9
C2222;Total;33;1497951;410579.8
C2223;Total;28;719058.7;273595.1
C2229;Total;61;746388.5;252468.6
C2312;Total;11;85018.9;29746.4
C2313;Total;7;535035;296954.2
C2314;Total;4;1952152.9;1662170.8
C2319;Total;6;5004.2;4004.2
C2320;Total;3;457732.1;452241.8
C2332;Total;3;93607.4;88104.7
C2341;Total;20;22938.3;14892.5
C2343;Total;1;2638.1;2638.1
C2349;Total;2;1350.1;1329.2
C2351;Total;2;4335152;2425916.3
C2352;Total;2;767290;741910.5
C2361;Total;47;773851.9;318761.8
C2362;Total;3;134700.9;132358.9
C2363;Total;31;503964;164525.5
C2364;Total;3;256259.5;229160
C2369;Total;4;10347.7;6512.3
C2370;Total;117;162129.1;59275.4
C2391;Total;1;10907;10907
C2399;Total;39;451401;174666.7
C2410;Total;5;240164.6;154046.5
C2420;Total;1;5257.6;5257.6
C2433;Total;4;34751;17487.8
C2434;Total;2;240965;199850.3
C2441;Total;2;16518.6;16228.1
C2442;Total;4;780097;693321.9
C2443;Total;1;2394.5;2394.5
C2445;Total;2;670421.7;633117.8
C2451;Total;5;70581.3;53275.9
C2452;Total;2;34400.3;17594.7
C2453;Total;8;159140.5;103628.1
C2454;Total;3;30073.9;20204.8
C2511;Total;158;812754.1;96557.8
C2512;Total;44;128279.2;23037.5
C2521;Total;2;21670.2;15034.5
C2529;Total;11;51694;14847.2
C2530;Total;1;6395.6;6395.6
C2540;Total;5;51972.2;47554.2
C2550;Total;60;380344.1;90729.9
C2561;Total;74;303676;56249.6
C2562;Total;210;832382.1;35309.9
C2571;Total;6;7464.9;4453.2
C2572;Total;7;62901.6;21562.5
C2573;Total;56;278623.3;71474.8
C2592;Total;2;14094.5;10791.5
C2593;Total;24;182271.6;47159.8
C2594;Total;16;283045;91761.2
C2599;Total;29;184703.2;65422.8
C2611;Total;4;54290.4;33065.4
C2612;Total;28;116912.9;39205.2
C2620;Total;4;9773.7;5725.9
C2630;Total;8;7984.4;3087.3
C2640;Total;5;15239.6;7972.7
C2651;Total;31;1991269.7;1317216
C2652;Total;3;4490.3;3167.7
C2660;Total;4;506793.4;378271.5
C2670;Total;1;668.4;668.4
C2711;Total;12;226358.1;82201.4
C2712;Total;29;355502.5;84335.9
C2732;Total;5;263597.2;222628.7
C2733;Total;6;27679.9;14176.7
C2740;Total;13;92338.4;63168
C2751;Total;4;105766.3;91755
C2752;Total;3;132629.6;124929.8
C2790;Total;13;117366.4;64809.1
C2811;Total;1;29.5;29.5
C2812;Total;11;108657.7;38203.7
C2813;Total;11;491395.8;236340.5
C2814;Total;15;77059.9;20691.2
C2815;Total;4;23069.5;9046.7
C2821;Total;6;29810.5;10983.4
C2822;Total;24;113882.8;19620.7
C2825;Total;25;397671.3;151793
C2829;Total;19;210692.1;43038.1
C2830;Total;27;535379;362509.7
C2841;Total;5;14601.5;12150.4
C2849;Total;1;41882.8;41882.8
C2891;Total;1;4648.9;4648.9
C2892;Total;8;723619.1;473396.5
C2893;Total;17;189142.4;45796.9
C2894;Total;2;115681.3;110328
C2895;Total;2;122376.5;91440.8
C2896;Total;1;2670.8;2670.8
C2899;Total;13;42775.6;13266.8
C2910;Total;8;466892.6;356945.3
C2920;Total;56;398793.4;111243.4
C2931;Total;2;3303.9;1742.5
C2932;Total;29;1192192.5;444413.6
C3011;Total;1;269.2;269.2
C3012;Total;7;46795.3;21767.6
C3020;Total;2;34774.6;26019.8
C3030;Total;10;372092.3;186992.5
C3092;Total;2;35070.5;35061.1
C3101;Total;28;477857.5;204239.8
C3102;Total;11;36883.9;17723.2
C3103;Total;3;9759;4695.1
C3109;Total;110;209056;83476.4
C3212;Total;31;125250.9;69349.4
C3213;Total;20;15601;12889.2
C3220;Total;17;74379;68214.2
C3230;Total;14;68987;17280.6
C3240;Total;11;19666.8;8069.2
C3250;Total;142;1450428;548193.9
C3291;Total;4;36596.6;16193.7
C3299;Total;27;175482.3;146086.1
C3311;Total;34;270021;112826.3
C3312;Total;112;226435.8;29956.5
C3313;Total;8;5124.9;2745.7
C3314;Total;40;76916.9;19921.1
C3315;Total;35;16679;3930.4
C3316;Total;3;50354.4;48442.4
C3317;Total;2;5438.8;4168.6
C3319;Total;10;2039.9;912.5
C3320;Total;177;252889;27588.8
D3511;Total;33;79706;16147.6
D3514;Total;1;22602.2;22602.2
D3530;Total;8;705055.6;491900
E3600;Total;2230;20845374.5;1734844.8
E3700;Total;614;7230119;184516.2
E3811;Total;19;1067023.7;341780.4
E3812;Total;4;28292.6;9272.6
E3821;Total;8;322300.6;141211.8
E3822;Total;10;476360.4;304530.7
E3831;Total;14;30385.8;11201.3
E3832;Total;88;292684;45203.9
E3900;Total;1;3534.4;3534.4
F4110;Total;151;2073467.4;899255.8
F4120;Total;116;627758.7;194020.8
F4211;Total;63;926107.7;149307.4
F4212;Total;4;11746.2;5051.4
F4213;Total;8;63529.9;13274.3
F4221;Total;45;193784.8;27645.4
F4222;Total;40;170067.5;16495.2
F4291;Total;3;359562.3;359427.5
F4299;Total;15;92146;35466.3
F4311;Total;12;62868.4;21803.6
F4312;Total;140;334805;44477.2
F4313;Total;6;32714.4;19460
F4321;Total;241;222833.9;37913.6
F4322;Total;261;1139144.1;507247.6
F4329;Total;42;122102.3;63861
F4331;Total;82;22015.2;4488.7
F4332;Total;310;279239.1;17241.8
F4333;Total;89;23893.7;3759.6
F4334;Total;275;61681.8;5891.2
F4339;Total;90;13503.1;4424
F4391;Total;96;81331.4;12343.2
F4399;Total;465;703385.8;163187.5
G4511;Total;314;2628259.4;750108.2
G4519;Total;49;386687.3;183926.5
G4520;Total;178;100913.2;17834.9
G4531;Total;80;414213.2;76531.1
G4532;Total;22;117791;79120.8
G4540;Total;23;50839.6;30058.9
G4611;Total;7;9361.1;6744.6
G4612;Total;9;136533.3;60493.5
G4613;Total;4;706.7;457.7
G4614;Total;3;93446.1;93413.3
G4615;Total;6;1253.1;1054.6
G4616;Total;6;21331.9;8681.3
G4617;Total;28;1022432.2;174835.1
G4618;Total;30;53746.5;24321.8
G4619;Total;80;260645.2;78464.2
G4621;Total;75;3251169.2;1736209.1
G4622;Total;7;39692.3;18402
G4623;Total;42;235905.4;84308
G4624;Total;3;1123;1032.8
G4631;Total;50;460658.8;69981.1
G4632;Total;33;162846.2;53473.6
G4633;Total;38;125871;34950.8
G4634;Total;52;1231219;731396.5
G4635;Total;2;48017.4;34668.5
G4636;Total;9;157197.7;53825.9
G4637;Total;3;4336.8;2765.6
G4638;Total;39;69467.3;7596.3
G4639;Total;22;194990.8;99415.7
G4641;Total;24;54762;10572.8
G4642;Total;30;821504.4;215149.6
G4643;Total;25;384081.7;187666.1
G4644;Total;23;56555.9;16069.3
G4645;Total;19;493137;223271.3
G4646;Total;48;1172695.2;406745
G4647;Total;10;22680.7;8227.9
G4648;Total;10;15500.9;7911.7
G4649;Total;77;4756447.2;2210849
G4651;Total;10;161736.6;138813.5
G4652;Total;28;77389.9;28692.5
G4661;Total;56;233611.3;46426.7
G4662;Total;16;43225.5;12832.5
G4663;Total;17;62106.4;17098.1
G4664;Total;1;754.9;754.9
G4665;Total;10;15686.6;6054.2
G4666;Total;6;13330.6;5767.2
G4669;Total;157;1598528.8;230251.2
G4671;Total;25;340559.4;128752.8
G4672;Total;29;1802308.6;1469881
G4673;Total;109;1960014.8;369375.4
G4674;Total;76;536735.3;131310.8
G4675;Total;39;379693.8;80158.7
G4676;Total;31;177503.5;65069.3
G4677;Total;18;20114.1;7444.3
G4690;Total;41;159626.6;65165.4
G4711;Total;253;3127274.4;83120
G4719;Total;12;1317561.3;883539
G4721;Total;24;41505.4;22951.5
G4722;Total;32;22276.7;4118.6
G4723;Total;8;6648.3;4128.8
G4724;Total;5;58865.7;56780.2
G4725;Total;13;18135.7;10036.4
G4726;Total;5;2154;1598
G4729;Total;26;163284.2;119533.5
G4730;Total;12;12817.8;4061.9
G4741;Total;5;141908.6;141805.8
G4742;Total;1;34.8;34.8
G4743;Total;17;15493.4;3349.8
G4751;Total;4;23503.2;19630.6
G4752;Total;50;166718.3;77384.5
G4753;Total;9;24771.5;13499.8
G4754;Total;11;9949.4;5837.4
G4759;Total;78;157698.5;35055
G4761;Total;19;41071.4;15769.4
G4762;Total;9;6827.2;2718.5
G4763;Total;1;2200.4;2200.4
G4764;Total;37;95326.6;17572.7
G4765;Total;16;27447.5;16914.4
G4771;Total;89;2798616.8;540730.2
G4772;Total;44;394350;195034.8
G4773;Total;55;24927;4630.1
G4774;Total;10;423447.9;181586.9
G4775;Total;20;423584.8;116159.5
G4776;Total;58;333590.2;117783.7
G4777;Total;40;171135.9;45084.8
G4778;Total;151;94116.6;20792.7
G4779;Total;92;21295;16823.7
G4781;Total;127;6445.1;1098.7
G4782;Total;71;2761.7;440.5
G4789;Total;441;17355.2;5238.4
G4791;Total;70;104839.6;44502.8
G4799;Total;517;115081.2;32461.9
H4920;Total;1;311841.2;311841.2
H4931;Total;29;2852274.6;1494371.3
H4932;Total;63;38017.9;10815.7
H4939;Total;157;2099783;328022.8
H4941;Total;474;2257337.6;79023.7
H4942;Total;28;43510.8;8777.6
H4950;Total;1;4037016.5;4037016.5
H5010;Total;6;43908.7;41336.5
H5020;Total;8;733969.1;196800.4
H5030;Total;3;13902.7;11069.7
H5040;Total;5;24236.4;23104.3
H5110;Total;6;83198.6;42669.1
H5122;Total;1;1170072.6;1170072.6
H5210;Total;27;564871.7;236121.8
H5221;Total;22;20174588.7;19269135.6
H5222;Total;11;420486.3;183805
H5223;Total;3;31179.6;23193.6
H5224;Total;29;195127.6;48392.8
H5229;Total;124;1155889.7;285083.8
H5320;Total;7;4369.5;3514.5
I5510;Total;102;1494099.7;269969.6
I5520;Total;95;489810.8;232038.5
I5530;Total;85;738109.3;213611.9
I5590;Total;8;1368.6;871.3
I5610;Total;297;1810199.4;450198.4
I5621;Total;53;26251.8;11119.5
I5629;Total;24;2523971.1;2382834.8
I5630;Total;100;78778.1;24807.7
J5811;Total;21;259769.3;140299.5
J5813;Total;14;910610.4;211687.4
J5814;Total;25;369924.9;282235.8
J5819;Total;8;7461.4;6478.6
J5829;Total;24;1422816.2;859881
J5911;Total;29;1265007.3;327795.2
J5912;Total;6;36005.3;10946.9
J5913;Total;9;5979564.2;3694408.7
J5914;Total;18;101153.7;28029.7
J5920;Total;7;16630.5;14424
J6010;Total;3;4028.4;2266.6
J6020;Total;1;7784;7784
J6110;Total;1;93209.3;93209.3
J6120;Total;1;407.7;407.7
J6130;Total;1;290.7;290.7
J6190;Total;3;44071.3;42305.3
J6201;Total;21;581548.9;526071.6
J6202;Total;63;1272957.8;585229.8
J6203;Total;8;2941916.4;2498862.1
J6209;Total;16;3427.9;2070
J6311;Total;17;461724.3;274024.4
J6391;Total;3;68.7;41.8
J6399;Total;2;248.2;213.4
K6420;Total;111;27998981.6;14003705
K6611;Total;2;2773.6;2758
K6612;Total;13;485271.5;476676.8
K6619;Total;89;770563.4;383219.6
K6621;Total;105;125621;39488.8
K6622;Total;355;687697.8;316017.1
K6629;Total;7;383.6;113.2
K6630;Total;55;3011221.5;1389366.4
L6810;Total;28;113471.3;60417.3
L6820;Total;10389;95048717.1;2999979.3
L6831;Total;89;75710.4;11138.8
L6832;Total;116;291573.4;14352.2
M6910;Total;40;193893.6;147687.7
M6920;Total;264;683303;50927.5
M7010;Total;675;90601453.5;8314110.3
M7021;Total;28;42115.2;33994.2
M7022;Total;312;1949643.1;503911.3
M7111;Total;90;34077.3;9180.2
M7112;Total;210;2697514.9;1075568.2
M7120;Total;32;432607.2;209039.3
M7211;Total;12;115076;52756.7
M7219;Total;52;1391249.3;533299.6
M7220;Total;17;3111.8;1494.2
M7311;Total;73;1056856.6;748808.1
M7312;Total;20;335798.9;193530.8
M7320;Total;26;114600.5;32890.7
M7410;Total;91;64267.3;42161.7
M7420;Total;71;5651.5;1974
M7430;Total;12;2277.9;745
M7490;Total;148;600731.4;354842.9
M7500;Total;61;14312.4;1169.6
N7711;Total;40;3718156.9;1915189.4
N7712;Total;26;473721.4;213822.8
N7721;Total;36;15696.8;7246.3
N7722;Total;9;853;190
N7729;Total;51;855089.6;482466.3
N7731;Total;4;877;377.1
N7732;Total;42;460366.3;131645.6
N7733;Total;4;2313616.1;1440117.8
N7734;Total;6;13100.4;8979.9
N7735;Total;3;28555.7;17060.4
N7739;Total;62;351263.3;199645.9
N7740;Total;18;170291.9;93128.8
N7810;Total;5;23786.7;11588.2
N7820;Total;34;714941;670843.5
N7830;Total;18;287617.1;149909.9
N7911;Total;32;134339;76027.7
N7912;Total;18;198776.5;81524.8
N7990;Total;19;7295.1;4453.8
N8010;Total;20;232691.4;210189.4
N8020;Total;8;116549;60192.7
N8030;Total;2;46.4;27.8
N8110;Total;14;5605.4;3293.2
N8121;Total;91;378566;174741.5
N8122;Total;32;39718.7;13939.8
N8129;Total;16;55507.2;44409
N8130;Total;595;164637.9;4603.4
N8211;Total;22;5529.1;3002.2
N8219;Total;65;274778.7;138384
N8220;Total;4;1492.8;733.2
N8230;Total;22;122001.7;63244.8
N8291;Total;5;24436.6;16501.7
N8292;Total;15;93702.2;18624.1
N8299;Total;140;3564781.8;2018807.3
P8520;Total;1;30.5;30.5
P8531;Total;3;7920.3;5287.9
P8532;Total;6;5122.1;3962.8
P8542;Total;8;9583.3;6233.5
P8551;Total;483;28452.3;2635.9
P8552;Total;151;14770.1;7553
P8553;Total;180;105197.4;23752.1
P8559;Total;585;322275.3;72261.2
P8560;Total;2;39.9;26
Q8610;Total;160;1913009.1;304726.3
Q8621;Total;241;102317;9703.5
Q8622;Total;109;55619.4;14423
Q8623;Total;51;22141;5141.4
Q8690;Total;811;597956.8;60168.8
Q8710;Total;49;179764.4;45469
Q8720;Total;4;27791.5;13921.7
Q8730;Total;27;44145.4;7416.6
Q8810;Total;42;13341.8;7756.9
Q8891;Total;3;2003.3;1984.9
Q8899;Total;7;39037.8;38887
R9001;Total;518;106978.6;72087.9
R9002;Total;26;68088.3;44617.7
R9003;Total;1428;42636.1;415
R9004;Total;8;22463;11818.2
R9102;Total;2;2302;2176.9
R9103;Total;7;85426.6;50355.8
R9104;Total;10;88049.8;67381.8
R9200;Total;66;1552141.1;1299152.5
R9311;Total;73;273316.9;91461.9
R9312;Total;52;12430.3;3167.6
R9313;Total;4;1320.9;1058.9
R9319;Total;36;1667.6;615.8
R9321;Total;230;156846.8;42413.1
R9329;Total;437;145697.8;28601.7
S9411;Total;92;205869.8;163371.8
S9412;Total;54;19224.9;2615
S9492;Total;2;259.7;252.7
S9499;Total;14;68903.9;36221.1
S9511;Total;14;111041.6;85680.7
S9512;Total;3;5541.7;3060.8
S9521;Total;8;259.5;106.5
S9522;Total;12;1445.4;582
S9523;Total;5;102.1;32.6
S9524;Total;27;1477.5;570.8
S9525;Total;13;19037.8;18489
S9529;Total;87;3288.8;372.3
S9601;Total;18;195142.6;100155.8
S9602;Total;182;82142.1;37141.5
S9603;Total;32;44658.7;19246.1
S9604;Total;41;495319.9;424210.5
S9609;Total;184;5591;652
A0220;29;1;1991.6;1991.6
A0220;31;2;970.3;523.6
A0220;33;1;27.8;27.8
A0220;34;1;27.8;27.8
A0220;55;1;39.4;39.4
A0220;57;1;17.9;17.9
A0220;59;2;144.7;130.8
A0220;63;1;399.5;399.5
A0220;64;1;529.7;529.7
A0220;68;4;7921.6;7452
A0220;69;3;397.1;253.3
A0220;71;1;430.7;430.7
A0220;74;1;81.3;81.3
A0220;75;3;895.7;635.9
A0220;76;2;943;898.2
A0220;78;1;453.6;453.6
A0220;82;1;466;466
A0220;87;2;254;196.6
A0220;89;1;39.4;39.4
A0220;94;3;4990.2;4922.9
B0729;95;1;3613.7;3613.7
B0811;01;1;4498;4498
B0811;27;1;2123.7;2123.7
B0811;30;1;142;142
B0811;33;2;25800.3;17902
B0811;38;1;2898.6;2898.6
B0811;57;1;5473.6;5473.6
B0811;69;3;10514.8;10259.2
B0811;78;1;168.8;168.8
B0811;79;1;39.3;39.3
B0811;83;1;1336.8;1336.8
B0811;95;1;3550.9;3550.9
B0812;01;6;188038.7;107357.3
B0812;06;2;11548.6;8680.8
B0812;07;1;5212.1;5212.1
B0812;10;1;732;732
B0812;12;4;85285;44118
B0812;22;2;13488.5;8004.5
B0812;24;1;7055.4;7055.4
B0812;29;4;48668.4;21394.3
B0812;31;4;32441.4;11418.1
B0812;33;2;19146.9;17710
B0812;34;1;39024.5;39024.5
B0812;35;2;9774.7;8509.8
B0812;38;1;33.7;33.7
B0812;41;1;4036.9;4036.9
B0812;44;1;19654.9;19654.9
B0812;46;1;8659.4;8659.4
B0812;50;1;6284;6284
B0812;59;3;59864.6;46837.1
B0812;60;2;22415;21692.3
B0812;62;1;25667.8;25667.8
B0812;66;1;35770.7;35770.7
B0812;69;3;44315;26123.1
B0812;72;1;16532.1;16532.1
B0812;74;1;24173.4;24173.4
B0812;75;3;30097.3;24103.6
B0812;77;2;50169.4;43132.5
B0812;79;2;73592.7;70152.8
B0812;81;1;5385.9;5385.9
B0812;83;1;7029.2;7029.2
B0812;84;1;17849.1;17849.1
B0812;89;1;11045.4;11045.4
B0812;90;1;113205.1;113205.1
B0812;91;3;30466.5;17362.1
B0812;92;1;7044.3;7044.3
B0812;93;1;3247.6;3247.6
B0812;94;1;4801.1;4801.1
B0812;95;1;7804.4;7804.4
B0892;33;1;8337.1;8337.1
B0899;41;1;3939.7;3939.7
B0910;33;1;200263.5;200263.5
C1011;01;1;2309.2;2309.2
C1011;04;1;256.4;256.4
C1011;08;1;926.2;926.2
C1011;09;1;5474;5474
C1011;11;1;7381.2;7381.2
C1011;12;1;5719.5;5719.5
C1011;24;3;3956.8;3627.6
C1011;26;2;15891.6;12621.7
C1011;27;1;36183.2;36183.2
C1011;28;1;11968.9;11968.9
C1011;29;3;18323.3;11393.6
C1011;31;2;9031.2;6605.3
